"kfoldgrpp"
"1",1
"2",2
"3",4
"4",1
"5",1
"6",3
"7",4
"8",3
"9",4
"10",4
"11",1
"12",3
"13",3
"14",3
"15",3
"16",3
"17",3
"18",3
"19",1
"20",2
"21",1
"22",4
"23",3
"24",3
"25",1
"26",1
"27",4
"28",3
"29",1
"30",3
"31",2
"32",4
"33",2
"34",1
"35",3
"36",4
"37",3
"38",1
"39",1
"40",3
"41",1
"42",1
"43",1
"44",2
"45",1
"46",1
"47",4
"48",1
"49",3
"50",3
"51",3
"52",1
"53",4
"54",3
"55",3
"56",4
"57",1
"58",3
"59",4
"60",3
"61",3
"62",3
"63",1
"64",3
"65",2
"66",3
"67",3
"68",2
"69",4
"70",1
"71",3
"72",4
"73",3
"74",3
"75",3
"76",4
"77",1
"78",1
"79",1
"80",4
"81",4
"82",4
"83",1
"84",1
"85",3
"86",1
"87",3
"88",1
"89",3
"90",1
"91",2
"92",3
"93",1
"94",3
"95",4
"96",2
"97",2
"98",1
"99",3
"100",1
"101",4
"102",3
"103",3
"104",1
"105",3
"106",2
"107",3
"108",3
"109",4
"110",4
"111",4
"112",1
"113",3
"114",3
"115",4
"116",1
"117",2
"118",1
"119",3
"120",3
"121",4
"122",3
"123",1
"124",1
"125",3
"126",1
"127",1
"128",4
"129",4
"130",2
"131",2
"132",2
"133",1
"134",3
"135",3
"136",3
"137",4
"138",1
"139",3
"140",3
"141",3
"142",1
"143",2
"144",3
"145",2
"146",2
"147",2
"148",2
"149",3
"150",2
"151",3
"152",4
"153",3
"154",3
"155",4
"156",1
"157",4
"158",1
"159",1
"160",1
"161",1
"162",3
"163",3
"164",1
"165",4
"166",2
"167",4
"168",1
"169",4
"170",4
"171",1
"172",2
"173",4
"174",3
"175",1
"176",1
"177",1
"178",1
"179",1
"180",3
"181",3
"182",1
"183",2
"184",2
"185",2
"186",3
"187",1
"188",1
"189",4
"190",1
"191",3
"192",3
"193",1
"194",2
"195",2
"196",1
"197",4
"198",4
"199",3
"200",1
"201",3
"202",1
"203",4
"204",1
"205",1
"206",2
"207",3
"208",1
"209",3
"210",4
"211",1
"212",1
"213",3
"214",1
"215",3
"216",1
"217",4
"218",1
"219",3
"220",4
"221",1
"222",3
"223",3
"224",3
"225",3
"226",1
"227",4
"228",1
"229",1
"230",3
"231",3
"232",4
"233",2
"234",3
"235",1
"236",4
"237",3
"238",1
"239",3
"240",3
"241",3
"242",1
"243",3
"244",3
"245",1
"246",4
"247",3
"248",1
"249",4
"250",4
"251",1
"252",1
"253",1
"254",1
"255",3
"256",3
"257",2
"258",1
"259",4
"260",1
"261",4
"262",4
"263",1
"264",1
"265",4
"266",3
"267",1
"268",2
"269",3
"270",1
"271",3
"272",1
"273",3
"274",2
"275",1
"276",1
"277",1
"278",1
"279",4
"280",3
"281",1
"282",3
"283",4
"284",1
"285",3
"286",3
"287",1
"288",3
"289",3
"290",3
"291",3
"292",4
"293",4
"294",2
"295",4
"296",1
"297",4
"298",1
"299",2
"300",2
"301",3
"302",4
"303",1
"304",4
"305",3
"306",1
"307",1
"308",3
"309",2
"310",4
"311",2
"312",3
"313",1
"314",2
"315",3
"316",2
"317",4
"318",1
"319",3
"320",3
"321",2
"322",3
"323",3
"324",3
"325",1
"326",3
"327",4
"328",1
"329",2
"330",4
"331",3
"332",4
"333",3
"334",4
"335",2
"336",3
"337",2
"338",4
"339",1
"340",3
"341",3
"342",1
"343",1
"344",4
"345",1
"346",3
"347",1
"348",1
"349",3
"350",4
"351",4
"352",2
"353",1
"354",2
"355",4
"356",3
"357",3
"358",2
"359",1
"360",3
"361",1
"362",1
"363",1
"364",1
"365",3
"366",4
"367",3
"368",1
"369",1
"370",2
"371",3
"372",3
"373",2
"374",3
"375",3
"376",1
"377",2
"378",4
"379",1
"380",1
"381",2
"382",1
"383",3
"384",3
"385",1
"386",1
"387",1
"388",4
"389",1
"390",2
"391",2
"392",1
"393",3
"394",4
"395",1
"396",3
"397",2
"398",1
"399",3
"400",4
"401",3
"402",4
"403",1
"404",3
"405",3
"406",4
"407",2
"408",4
"409",3
"410",1
"411",1
"412",1
"413",3
"414",3
"415",1
"416",3
"417",2
"418",3
"419",3
"420",2
"421",3
"422",3
"423",1
"424",1
"425",1
"426",1
"427",1
"428",1
"429",1
"430",3
"431",2
"432",3
"433",2
"434",2
"435",4
"436",1
"437",1
"438",2
"439",1
"440",1
"441",1
"442",3
"443",4
"444",3
"445",1
"446",1
"447",2
"448",3
"449",4
"450",2
